symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status
NCC,NCC,2319,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NCLIND,NCL Industries,14490,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NDGL,Naga Dhunseri Group,18371,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NDL,Nandan Denim,31258,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NDLVENTURE,NDL Ventures,14547,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NDRAUTO,NDR Auto Components,22255,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NDTV,New Delhi Television (NDTV),11427,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEAGI,Neelamalai Agro Industries,762812,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NECCLTD,North Eastern Carrying Corp.,13522,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NECLIFE,Nectar Lifesciences,11930,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
NEELAM,Neelam Linens & Garments,27123,NSE_EQ,EQUITY,ES,SM,6000,,ACTIVE
NELCAST,Nelcast,14761,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NELCO,NELCO,2388,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEOCHEM,Neochem Bio Solutions,760928,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
NEOGEN,Neogen Chemicals,9917,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEPHROCARE,Nephro Care,24350,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
NEPHROPLUS,Nephrocare Health Services,760346,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEPTUNE,Neptune Petrochemicals,757493,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
NESCO,Nesco,15409,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NESTLEIND,Nestle,17963,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NETWEB,Netweb Technologies,17433,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NETWORK18,Network18 Media & Investments,14111,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEULANDLAB,Neuland Laboratories,2406,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEWGEN,Newgen Software Technologies,1164,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NEWJAISA,Newjaisa Technologies,19161,NSE_EQ,EQUITY,ES,ST,1500,,ACTIVE
NEXTMEDIA,Next Mediaworks,9867,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NFL,National Fertilizers,13925,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NGIL,Nakoda Group of Industries,5404,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
NGLFINE,NGL Fine Chem,10277,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NH,Narayana Hrudayalaya,11840,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NHPC,NHPC,17400,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIACL,The New India Assurance Company,399,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIBE,NIBE,29487,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIBL,NRB Industrial Bearings,29733,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIDAN,Nidan Labs & Healthcare,6592,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
NIITLTD,NIIT,11522,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIITMTS,NIIT Learning Systems,17747,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIKITA,Nikita Greentech Recycling,758178,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
NILAINFRA,Nila Infrastructures,9253,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NILASPACES,Nila Spaces,7411,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NILE,Nile,762817,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NILKAMAL,Nilkamal,2421,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIMBSPROJ,Nimbus Projects,761720,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NINSYS,NINtec Systems,14197,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
NIPPOBATRY,Indo National,6782,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIRAJ,Niraj Cement Structurals,261,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
NIRAJISPAT,Niraj Ispat Industries,18840,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIRLON,Nirlon,2433,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIRMAN,Nirman Agri Genetics,14725,NSE_EQ,EQUITY,ES,ST,300,,ACTIVE
NITCO,Nitco,13300,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NITINSPIN,Nitin Spinners,13175,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NITIRAJ,Nitiraj Engineers,3247,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NITTAGELA,Nitta Gelatin,762824,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NIVABUPA,Niva Bupa Health Insurance Company,27097,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NKIND,NK Industries,2439,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NLCINDIA,NLC India,8585,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NMDC,NMDC,15332,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NMSTEEL,Newmalayalam Steel,28801,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
NOCIL,NOCIL,2442,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NOIDATOLL,Noida Toll Bridge,10786,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NORBTEAEXP,Norben Tea & Exports,4160,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NORTHARC,Northern Arc Capital,25426,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NOVAAGRI,Nova Agritech,22477,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NOVARTIND,Novartis,9007,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NPST,Network People Services Tech,756324,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NRAIL,N R Agarwal Industries,20314,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NRBBEARING,NRB Bearings,7553,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NRL,Nupur Recyclers,13675,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NRVANDANA,N R Vandana Tex Industries,757489,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
NSIL,Nalwa Sons Investments,11239,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NSLNISP,NMDC Steel,14180,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NTPC,NTPC,11630,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NTPCGREEN,NTPC Green Energy,27176,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NUCLEUS,Nucleus Software,10791,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NURECA,Nureca,2350,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NUVAMA,Nuvama Wealth Management,18721,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NUVOCO,Nuvoco Vistas Corporation,5426,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NYKAA,Nykaa,6545,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OAL,Oriental Aromatics,10768,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OBCL,Orissa Bengal Carrier,8797,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OBEROIRLTY,Oberoi Realty,20242,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OBSCP,OBSC Perfection,25923,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
OCCLLTD,OCCL,25918,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ODIGMA,Odigma Consultancy Solutions,27571,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OFSS,Oracle Financial Services Software,10738,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OIL,Oil India,17438,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OILCOUNTUB,Oil Country Tubular,8109,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
OLAELEC,Ola Electric Mobility,24777,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OLECTRA,Olectra Greentech,10637,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OLIL,One Click Logistics,19433,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
OMAXAUTO,Omax Autos,14125,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
OMAXE,Omaxe,14853,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OMFREIGHT,Om Freight Forwarders,759411,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OMFURN,Omfurn,120,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
OMINFRAL,Om Infra,24231,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OMNI,Omnitech Engineering,760865,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OMPOWER,Om Power Transmission,762432,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONDOOR,On Door Concepts,19703,NSE_EQ,EQUITY,ES,ST,300,,ACTIVE
ONELIFECAP,Onelife Capital Advisors,25492,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONEPOINT,One Point One Solutions,9939,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONESOURCE,Onesource Specialty Pharma,29224,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONGC,Oil & Natural Gas Corporation,2475,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONMOBILE,OnMobile Global,15278,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONWARDTEC,Onward Technologies,2481,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ONYX,Onyx Biotec,27136,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
OPTIEMUS,Optiemus Infracom,21469,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OPTIVALUE,Optivalue Tek Consulting,758900,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
ORBTEXP,Orbit Exports,31475,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORCHASP,Orchasp,29492,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORCHPHARMA,Orchid Pharma,926,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIANA,Oriana Power,17882,NSE_EQ,EQUITY,ES,SM,75,,ACTIVE
ORICONENT,Oricon Enterprises,10159,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTALTL,Oriental Trimex,14346,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTBELL,Orient Bell,14278,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTCEM,Orient Cement,30089,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTCER,Orient Ceratech,13111,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTELEC,Orient Electric,2972,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTHOT,Oriental Hotels,2493,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTLTD,Orient Press,18208,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTPPR,Orient Paper & Industries,2496,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORIENTTECH,Orient Technologies,24961,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORISSAMINE,Orissa Minerals Development Comp,19931,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORKLAINDIA,Orkla,759569,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ORTEL,Ortel Communications,13321,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
ORTINGLOBE,Ortin Global,2980,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
OSELDEVICE,Osel Devices,25386,NSE_EQ,EQUITY,ES,SM,200,,ACTIVE
OSIAHYPER,Osia Hyper Retail,12643,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
OSWALAGRO,Oswal Agro Mills,5362,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
OSWALGREEN,Oswal Greentech,471,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OSWALPUMPS,Oswal Pumps,756802,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OSWALSEEDS,ShreeOswal Seeds And Chemicals,14305,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
OWAIS,Owais Metal & Mineral Processing,22911,NSE_EQ,EQUITY,ES,SM,100,,ACTIVE
PACEDIGITK,Pace Digitek,759342,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PAGEIND,Page Industries,14413,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PAISALO,Paisalo Digital,25468,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PAKKA,Pakka,17197,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PALASHSECU,Palash Securities,21383,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PALREDTEC,Palred Technologies,17059,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PANACEABIO,Panacea Biotec,4055,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PANACHE,Panache Digilife,16292,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PANAMAPET,Panama Petrochem,25392,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PANSARI,Pansari Developers,6141,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PAR,Par Drugs & Chemical,5631,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARACABLES,Paramount Communications,13951,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARADEEP,Paradeep Phosphates,9741,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARAGMILK,Parag Milk Foods,17130,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARAGON,Paragon Fine and Specialty Chemicals,19779,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
PARAMATRIX,Paramatrix Technologies,25069,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
PARAMOUNT,Paramount Dye Tec,25720,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
PARAMPARA,Parampara Dairy Delights,1354,NSE_EQ,EQUITY,ES,ST,8000,,ACTIVE
PARAS,Paras Defence Space Tech,5911,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARASPETRO,Paras Petrofils,3972,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARIN,Parin Enterprises,5460,NSE_EQ,EQUITY,ES,SM,250,,ACTIVE
PARKHOSPS,Park Medi World,760351,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARKHOTELS,Apeejay Surrendra Park Hotels,22649,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PARSVNATH,Parsvnath Developers,13795,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PARTH,Parth Electricals & Engineering,758220,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
PARTYCRUS,Party Cruisers,2599,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
PASHUPATI,Pashupati Cotspin,757955,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PASUPTAC,Pasupati Acrylons,6045,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PATANJALI,Patanjali Foods,17029,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PATELENG,Patel Engineering,11699,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PATELRMART,Patel Retail,759439,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PATILAUTOM,Patil Automation,756966,NSE_EQ,EQUITY,ES,ST,600,,ACTIVE
PATINTLOG,Patel Integrated Logistic,15219,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PATTECH,Pattech Fitwell Tube Components,15143,NSE_EQ,EQUITY,ES,ST,1500,,ACTIVE
PAUSHAKLTD,Paushak,759969,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PAVNAIND,Pavna Industries,16201,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PAYTM,One 97 Communications,6705,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PCBL,PCBL Chemical,2649,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PCCL,Petro Carbon & Chemicals,24290,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
PCJEWELLER,PC Jeweller,29124,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PDMJEPAPER,Pudumjee Paper Products,15377,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PDSL,PDS,5264,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PEARLPOLY,Pearl Polymers,8188,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PELATRO,Pelatro,25408,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
PENIND,Pennar Industries,20621,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PENINLAND,Peninsula Land,5358,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PENTAGON,Pentagon Rubber,17132,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
PERSISTENT,Persistent Systems,18365,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PETRONET,Petronet LNG,11351,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PFC,Power Finance Corporation,14299,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PFIZER,Pfizer,2643,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PFOCUS,Prime Focus,13500,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PFS,PTC India Financial Services,22602,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PGEL,PG Electroplast,25358,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PGHH,P&G Hygiene and Health Care,2535,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PGHL,Procter & Gamble Health,940,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PGIL,Pearl Global Industries,14260,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PHANTOMFX,Phantom Digital Effects,11612,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
PHOENIXLTD,Phoenix Mills,14552,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PHOGLOBAL,Phoenix Overseas,25513,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
PICCADIL,Piccadily Agro Industries,757754,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIDILITIND,Pidilite Industries,2664,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIGL,Power & Instrumentation,15716,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIIND,PI Industries,24184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PILANIINVS,Pilani Investment & Industries,11445,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PILITA,Pil Italica Lifestyle,30838,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PINELABS,Pine Labs,759820,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIONEEREMB,Pioneer Embroideries,13463,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIONRINV,Pioneer Investcorp,762829,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIRAMALFIN,Piramal Finance,759551,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PITTIENG,Pitti Engineering,14134,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PIXTRANS,Pix Transmissions,9087,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PKTEA,Peria Karamalai Tea,10321,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PLADAINFO,Plada Infotech,19492,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
PLASTIBLEN,Plastiblends,13920,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PLATIND,Platinum Industries,22930,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PLAZACABLE,Plaza Wires,19461,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PML,Paul Merchants,762834,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNB,Punjab National Bank,10666,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNBGILTS,PNB Gilts,8736,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNBHOUSING,PNB Housing Finance,18908,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNC,Pritish Nandy Communications,9342,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNCINFRA,PNC Infratech,9385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNGJL,PN Gadgil Jewellers,25312,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PNGSREVA,PNGS Reva Diamond Jewellery,760242,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POCL,Pondy Oxides & Chemical,14385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PODDARMENT,Poddar Pigments,19036,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POKARNA,Pokarna,17651,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POLICYBZR,PB FinTech,6656,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POLYCAB,Polycab,9590,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POLYMED,Poly Medicure,25718,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POLYPLEX,Polyplex Corporation,2687,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POLYSIL,Polysil Irrigation Systems,22714,NSE_EQ,EQUITY,ES,ST,500,,ACTIVE
PONNIERODE,Ponni Sugars Erode,10661,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POONAWALLA,Poonawalla Fincorp,11403,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POSITRON,Positron Energy,24867,NSE_EQ,EQUITY,ES,ST,300,,ACTIVE
POWERGRID,Power Grid Corporation of India,14977,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POWERICA,Powerica,761680,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POWERINDIA,Hitachi Energy,18457,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
POWERMECH,Power Mech Projects,10473,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PPAP,PPAP Automotive,15209,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PPL,Prakash Pipes,10297,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PPLPHARMA,Piramal Pharma,11571,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PPSL,Picturepost Studios,24791,NSE_EQ,EQUITY,ES,ST,3000,,ACTIVE
PRABHA,Prabha Energy,30134,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRADPME,Pradeep Metals,762839,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRAENG,Prajay Engineers Syndicate,13941,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRAJIND,Praj Industries,2705,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRAKASH,Prakash Industries,2708,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRAKASHSTL,Prakash Steelage,19599,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRAMARA,Pramara Promotions,18514,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
PRANIK,Pranik Logistics,25818,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
PRATHAM,Pratham EPC Projects,23113,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
PRAVEG,Praveg,762844,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRAXIS,Praxis Home Retail,1216,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PRECAM,Precision Camshafts,12603,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRECISION,Precision Metaliks,7950,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
PRECOT,Precot,2711,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRECWIRE,Precision Wires India,2717,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PREMCO,Premco Global,762849,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PREMEXPLN,Premier Explosives,17397,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PREMIER,Premier,6248,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PREMIERENE,Premier Energies,25049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PREMIERPOL,Premier Polyfilm,10401,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
PREMIUM,Premium Plast,25898,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
PRESSTONIC,Presstonic Engineering,20506,NSE_EQ,EQUITY,ES,ST,800,,ACTIVE
PRESTIGE,Prestige Estates Projects,20302,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRICOLLTD,Pricol,19631,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRIMECAB,Prime Cable Industries,759075,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
PRIMESECU,Prime Securities,11864,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRIMO,Primo Chemicals,756925,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRINCEPIPE,Prince Pipes & Fittings,16045,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRITI,Priti International,8304,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRITIKA,Pritika Engineering Components,12971,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
PRITIKAUTO,Pritika Auto Industries,5292,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRIVISCL,Privi Speciality Chemicals,8825,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRIZOR,Prizor Viztech,24511,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
PRLIND,Premier Roadlines,23764,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
PROFX,Pro FX Tech,757806,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
PROLIFE,Prolife Industries,19352,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
PROPEQUITY,PE Analytics,8735,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
PROSTARM,Prostarm Info Systems,758173,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PROTEAN,Protean e-Gov Technologies,29472,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PROV,Proventus Agrocom,16483,NSE_EQ,EQUITY,ES,SM,80,,ACTIVE
PROZONER,Prozone Realty,28859,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
PRSMJOHNSN,Prism Johnson,2739,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
