symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status
LANDMARK,Landmark Cars,13276,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LANDSMILL,Landsmill Green,17376,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LAOPALA,La Opala RG,14423,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LASA,Lasa Supergenerics,21713,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LATENTVIEW,Latent View Analytics,6818,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LATTEYS,Latteys Industries,15848,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LAURUSLABS,Laurus Labs,19234,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LAXMICOT,Laxmi Cotspin,6570,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LAXMIDENTL,Laxmi Dental,29171,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LAXMIINDIA,Laxmi India Finance,758865,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LCCINFOTEC,LCC Infotech,7537,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LEMERITE,Le Merite Exports,760300,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LEMONTREE,Lemon Tree Hotels,2606,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LENSKART,Lenskart Solutions,759605,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LEXUS,Lexus Granito,14459,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LFIC,Lakshmi Finance & Industrial Corp,7902,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LGBBROSLTD,LG Balakrishnan & Bros,18321,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LGEINDIA,LG Electronics,760213,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LGHL,Laxmi Goldrona House,19876,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LIBAS,Libas Consumer,11082,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LIBERTSHOE,Liberty Shoes,1994,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LICHSGFIN,LIC Housing Finance,1997,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LICI,LIC of India,9480,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LIKHITHA,Likhitha Infrastructure,579,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LINC,Linc,6951,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LINCOLN,Lincoln Pharmaceuticals,11596,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LINDEINDIA,Linde,1627,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LLOYDS,Lloyds Luxuries,11476,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
LLOYDSENGG,Lloyds Engineering Works,17801,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LLOYDSENT,Lloyds Enterprises,25807,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LLOYDSME,Lloyds Metals & Energy,17313,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LMW,LMW,1979,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LODHA,Lodha Developers,3220,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LOKESHMACH,Lokesh Machines,13439,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LORDSCHLO,Lords Chloro Alkali,18232,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LOTUSDEV,Sri Lotus Developers & Realty,758145,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LOTUSEYE,Lotus Eye Hospital,16807,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LOVABLE,Lovable Lingerie,22415,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LOYALTEX,Loyal Textile Mills,10605,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
LPDC,Landmark Property Development,16863,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LRRPL,Lead Reclaim & Rubber Products,14204,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
LT,Larsen & Toubro,11483,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LTF,L&T Finance,24948,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LTFOODS,LT Foods,13816,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LTM,LTM,17818,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LTTS,L&T Technology Services,18564,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LUMAXIND,Lumax Industries,2018,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LUMAXTECH,Lumax Auto Technologies,14014,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LUPIN,Lupin,10440,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LUXIND,Lux Industries,11301,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LXCHEM,Laxmi Organic Industries,2841,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LYKALABS,Lyka Labs,2028,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
LYPSAGEMS,Lypsa Gems Jewellery,31468,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
M&M,Mahindra & Mahindra,2031,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
M&MFIN,M&M Financial Services,13285,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAANALU,Maan Aluminium,15017,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MACOBSTECH,Macobs Technologies,24545,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
MACPOWER,Macpower CNC Machines,22347,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MADHAV,Madhav Marble & Granites,15151,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MADHAVBAUG,Vaidya Sane Ayurved Laboratories,8259,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
MADHAVIPL,Madhav Infra Projects,762767,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MADHUCON,Madhucon Projects,13671,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MADHUSUDAN,Madhusudan Masala,18728,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
MADRASFERT,Madras Fertilizers,4911,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAFATIND,Mafatlal Industries,762772,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAGADSUGAR,Magadh Sugar & Energy,21392,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAGNUM,Magnum Ventures,14957,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAGSON,Magson Retail & Distribution,17091,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
MAHABANK,Bank of Maharashtra,11377,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHAPEXLTD,Maha Rashtra Apex Corporation,5239,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHASTEEL,Mahamaya Steel Industries,17531,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MAHEPC,Mahindra EPC Irrigation,17603,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHESHWARI,Maheshwari Logistics,9576,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHICKRA,Mahickra Chemicals,2840,NSE_EQ,EQUITY,ES,ST,750,,ACTIVE
MAHLIFE,Mahindra Lifespaces Developers,8050,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHLOG,Mahindra Logistic,385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHSCOOTER,Maharashtra Scooters,2085,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAHSEAMLES,Maharashtra Seamless,2088,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAITHANALL,Maithan Alloys,24538,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAITREYA,Maitreya Medicare,19809,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
MAJESAUT,Majestic Auto,762777,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAKS,Maks Energy Solutions,11218,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
MAL,Mangalam Alloys,19134,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
MALLCOM,Mallcom,7965,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MALUPAPER,Malu Paper Mills,13352,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAMATA,Mamata Machinery,28687,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANAKALUCO,Manaksia Aluminium Company,7420,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANAKCOAT,Manaksia Coated Metals & Ind,7413,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANAKSIA,Manaksia,15199,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANAKSTEEL,Manaksia Steels,7482,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MANALIPETC,Manali Petrochemicals,13796,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANAPPURAM,Manappuram Finance,19061,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANAV,Manav Infra Projects,21698,NSE_EQ,EQUITY,ES,ST,4000,,ACTIVE
MANBA,Manba Finance,25597,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANCREDIT,Mangal Credit & Fincorp,24823,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANDEEP,Mandeep Auto Industries,23779,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
MANGALAM,Mangalam Drugs & Organics,11820,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MANGLMCEM,Mangalam Cement,2106,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANILAM,Manilam Industries,760174,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
MANINDS,Man Industries,11884,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANINFRA,Man Infraconstruction,18226,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANKIND,Mankind Pharma,15380,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANOMAY,Manomay Tex,13753,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANORAMA,Manorama Industries,10227,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANORG,Mangalam Organics,6428,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MANUGRAPH,Manugraph,13572,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MANYAVAR,Vedant Fashions,8167,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAPMYINDIA,CE Info Systems,7227,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARALOVER,Maral Overseas,7040,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MARATHON,Marathon NextGen Realty,18659,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARC,Marc Technocrats,760456,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
MARCO,Marco Cables & Conductors,18773,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
MARICO,Marico,4067,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARINE,Marine Electricals,1328,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARINETRAN,Marinetrans India,20410,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
MARKOLINES,Markolines Pavement Technologies,760204,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARKSANS,Marksans Pharma,10579,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARSONS,Marsons,761386,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MARUSHIKA,Marushika Technology,761042,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
MARUTI,Maruti Suzuki,10999,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MASFIN,MAS Financial Services,199,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MASKINVEST,Mask Investments,18731,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MASON,Mason Infratech,24278,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
MASTEK,Mastek,2124,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MASTER,Master Components,19011,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
MASTERTR,Master Trust,27047,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MATRIMONY,Matrimony.com,21726,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAWANASUG,Mawana Sugars,17026,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MAXESTATES,Max Estates,19646,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAXHEALTH,Max Healthcare Institute,22377,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAXIND,Max India,22428,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAXPOSURE,Maxposure,21691,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
MAXVOLT,Maxvolt Energy Industries,29657,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
MAYASHEEL,Mayasheel Ventures,757587,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
MAYURUNIQ,Mayur Uniquoters,28906,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAZDA,Mazda,18866,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MAZDOCK,Mazagon Dock Shipbuilders,509,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MBAPL,Madhya Bharat Agro,12686,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MBEL,M & B Engineering,758150,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MBLINFRA,MBL Infrastructures,18029,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MCCHRLS-B,Mac Charles,762782,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MCL,Madhav Copper,22362,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MCLEODRUSS,McLeod Russel,11944,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MCLOUD,Magellanic Cloud,29482,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MCON,Mcon Rasayan,14574,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
MCX,MCX,31181,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MDL,Marvel Decor,2132,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
MEDANTA,Global Health,11956,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEDIASSIST,Medi Assist Healthcare,21705,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEDICAMEQ,Medicamen Biotech,6278,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEDICO,Medico Remedies,9667,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEDIORG,Medicamen Organics,24239,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
MEDISTEP,Medistep Healthcare,758423,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
MEDPLUS,Medplus Health Services,7254,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEESHO,Meesho,760229,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEGAFLEX,Mega Flex Plastics,10980,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
MEGASTAR,Megastar Foods,8153,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEGATHERM,Megatherm Induction,22560,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
MEIL,Mangal Electrical Industries,758750,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MENNPIS,Menon Pistons,762787,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MENONBE,Menon Bearings,6961,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MEP,MEP Infrastructure Developers,25882,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
MERCANTILE,Mercantile Ventures,762792,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
METROBRAND,Metro Brands,7242,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
METROGLOBL,Metroglobal,762797,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
METROPOLIS,Metropolis Healthcare,9581,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MFML,Mahalaxmi Fabric Mills,24937,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MFSL,Max Financial Services,2142,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MGEL,Mangalam Global Enterprise,1593,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MGL,Mahanagar Gas,17534,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MGSL,Matrix Geo Solutions,759945,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
MHHL,Mohini Health & Hygiene,1426,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
MHLXMIRU,Mahalaxmi Rubtech,7886,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MHRIL,Mahindra Holidays,17333,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MICEL,MIC Electronics,7169,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MICROPRO,Micropro Software Solutions,19887,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
MIDHANI,Mishra Dhatu Nigam,2463,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MIDWESTLTD,Midwest,759517,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MIEL,Manglam Infra & Engineering,24629,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
MILTON,Milton Industries,159,NSE_EQ,EQUITY,ES,SM,2200,,ACTIVE
MINDACORP,Minda Corporation,25897,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MINDPOOL,Mindpool Technologies,8900,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
MINDTECK,Mindteck,18049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MIRCELECTR,MIRC Electronics,6853,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MIRZAINT,Mirza International,4394,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MITCON,MITCON Cons. & Engg.,8469,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MITTAL,Mittal Life Style,18562,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MKPL,MK Proteins,16736,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MMEL,Moving Media Entertainment,757813,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
MMFL,MM Forgings,13844,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MMP,Mmp Industries,16395,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MMTC,MMTC,17957,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MMWL,Media Matrix Worldwide,762805,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MOBIKWIK,One Mobikwik Systems,28046,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOBILISE,Mobilise App Lab,760199,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
MODINATUR,Modi Naturals,760277,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MODIRUBBER,Modi Rubber,2229,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MODIS,Modi's Navnirman,759752,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MODISONLTD,Modison,3316,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MODTHREAD,Modern Threads,2241,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOHITIND,Mohit Industries,29423,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOIL,MOIL,20830,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOKSH,Moksh Ornaments,3586,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOL,Meghmani Organics,5394,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOLDTECH,Mold-Tek Technologies,17625,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOLDTKPAC,Mold-Tek Packaging,6713,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MONARCH,Monarch Networth Capital,7679,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MONEYBOXX,Moneyboxx Finance,759381,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MONOLITH,Monolithisch,756958,NSE_EQ,EQUITY,ES,SM,250,,ACTIVE
MONOPHARMA,Mono Pharmacare,18392,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
MONTECARLO,Monte Carlo Fashions,5938,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MORARJEE,Morarjee Textiles,25876,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
MOREPENLAB,Morepen Laboratories,2259,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOS,Mos Utility,15051,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
MOSCHIP,Moschip Technologies,29459,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOTHERSON,Samvardhana Motherson International,4204,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOTILALOFS,Motilal Oswal Financial Services,14947,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOTISONS,Motisons Jewellers,20788,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOTOGENFIN,Motor & General Finance,2268,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MOXSH,Moxsh Overseas Educon,13507,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
MPEL,Manas Polymers & Energies,759351,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
MPHASIS,Mphasis,4503,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MPSLTD,MPS,10578,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MPTODAY,Madhya Pradesh Today Media,21792,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
MRF,MRF,2277,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MRIL,Mahendra Realtors & Infrastructure,758685,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
MRPL,Mangalore Refinery & Petroleum,2283,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MSPL,MSP Steel & Power,11919,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MSTCLTD,MSTC,9356,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MSUMI,Motherson Sumi Wiring,8596,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MTARTECH,MTAR Technologies,2709,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MTEDUCARE,MT Educare,31413,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
MTNL,Mahanagar Telephone Nigam,2294,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUFIN,Mufin Green Finance,19783,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUFTI,Credo Brands Marketing (Mufti),20878,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUKANDLTD,Mukand,11325,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUKKA,Mukka Proteins,22980,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUKTAARTS,Mukta Arts,8687,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUNISH,Munish Forge,759419,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
MUNJALAU,Munjal Auto Industries,13511,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUNJALSHOW,Munjal Showa,2307,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MURUDCERA,Murudeshwar Ceramics,2313,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUTHOOTCAP,Muthoot Capital Services,10415,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUTHOOTFIN,Muthoot Finance,23650,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MUTHOOTMF,Muthoot Microfin,20831,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MVGJL,Manoj Vaibhav Gems,19015,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MVKAGRO,MVK Agro Food Product,22976,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
MWL,Mangalam Worldwide,759169,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
MYMUDRA,My Mudra Fincorp,25208,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
NACLIND,NACL Industries,20425,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAGAFERT,Nagarjuna Fertilizers & Chemicals,13060,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
NAGREEKCAP,Nagreeka Capital & Infrastructure,14943,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
NAGREEKEXP,Nagreeka Exports,14702,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAHARCAP,Nahar Capital & Financial Services,15360,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAHARINDUS,Nahar Industrial Enterprises,13106,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAHARPOLY,Nahar Poly Films,14445,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAHARSPING,Nahar Spinning Mills,14443,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
NAM-INDIA,Nippon Life India AMC,357,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAMAN,Naman Industries Proxima,23379,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
NAMOEWASTE,Namo eWaste Management,25167,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
NARMADA,Narmada Agrobase,11627,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NATCAPSUQ,Natural Capsules,29583,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NATCOPHARM,Natco Pharma,3918,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NATHBIOGEN,Nath Bio-Genes,11065,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NATIONALUM,NALCO,6364,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NATIONSTD,National Standard,762807,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAUKRI,Info Edge,13751,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAVA,Nava,4014,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAVINFLUOR,Navin Fluorine International,14672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAVKARCORP,Navkar Corporation,10557,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAVKARURB,Navkar Urbanstructure,29146,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAVNETEDUL,Navneet Education,2385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NAZARA,Nazara Technologies,2987,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NBCC,NBCC,31415,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
NBIFIN,NBI Industrial Finance Company,19111,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
